Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Aluminum Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Gaia Spirit Pickaxe Head
tconstruct:pick_head:0, Yellorium Pickaxe Head
tconstruct:pick_head:0, Cyanite Pickaxe Head
tconstruct:pick_head:0, Blutonium Pickaxe Head
tconstruct:pick_head:0, Ludicrite Pickaxe Head
tconstruct:pick_head:0, Magical Wood Pickaxe Head
tconstruct:pick_head:0, Enchanted Metal Pickaxe Head
tconstruct:pick_head:0, Basalt Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Tiberium Pickaxe Head
tconstruct:pick_head:0, Rubium Pickaxe Head
tconstruct:pick_head:0, Prometheum Pickaxe Head
tconstruct:pick_head:0, Arcanite Pickaxe Head
tconstruct:pick_head:0, Titanite Pickaxe Head
tconstruct:pick_head:0, Meteorite Pickaxe Head
tconstruct:pick_head:0, Vibranium Pickaxe Head
tconstruct:pick_head:0, Adamantite Pickaxe Head
tconstruct:pick_head:0, Eternite Pickaxe Head
tconstruct:pick_head:0, Mythril Pickaxe Head
tconstruct:pick_head:0, Palladium Pickaxe Head
tconstruct:pick_head:0, Ignitite Pickaxe Head
tconstruct:pick_head:0, Bismuth Pickaxe Head
tconstruct:pick_head:0, Violium Pickaxe Head
tconstruct:pick_head:0, Mindorite Pickaxe Head
tconstruct:pick_head:0, Karmesine Pickaxe Head
tconstruct:pick_head:0, Nitronite Pickaxe Head
tconstruct:pick_head:0, Bysmuid Pickaxe Head
tconstruct:pick_head:0, Ultranite Pickaxe Head
tconstruct:pick_head:0, Astrium Pickaxe Head
tconstruct:pick_head:0, Imperomite Pickaxe Head
tconstruct:pick_head:0, Dyonite Pickaxe Head
tconstruct:pick_head:0, Solarium Pickaxe Head
tconstruct:pick_head:0, Fractoryte Pickaxe Head
tconstruct:pick_head:0, Aegisalt Pickaxe Head
tconstruct:pick_head:0, Noctunyx Pickaxe Head
tconstruct:pick_head:0, Nucleum Pickaxe Head
tconstruct:pick_head:0, Seismodium Pickaxe Head
tconstruct:pick_head:0, Lumixyl Pickaxe Head
tconstruct:pick_head:0, Terramite Pickaxe Head
tconstruct:pick_head:0, Cryptogen Pickaxe Head
tconstruct:pick_head:0, Proxideum Pickaxe Head
tconstruct:shovel_head:0, Lava Crystal Shovel Head
tconstruct:shovel_head:0, Compressed Obsidian Shovel Head
tconstruct:shovel_head:0, Blood Infused Wooden Shovel Head
tconstruct:shovel_head:0, Blood Infused Iron Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Mithril Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Aluminum Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Gaia Spirit Shovel Head
tconstruct:shovel_head:0, Yellorium Shovel Head
tconstruct:shovel_head:0, Cyanite Shovel Head
tconstruct:shovel_head:0, Blutonium Shovel Head
tconstruct:shovel_head:0, Ludicrite Shovel Head
tconstruct:shovel_head:0, Magical Wood Shovel Head
tconstruct:shovel_head:0, Enchanted Metal Shovel Head
tconstruct:shovel_head:0, Basalt Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Tiberium Shovel Head
tconstruct:shovel_head:0, Rubium Shovel Head
tconstruct:shovel_head:0, Prometheum Shovel Head
tconstruct:shovel_head:0, Arcanite Shovel Head
tconstruct:shovel_head:0, Titanite Shovel Head
tconstruct:shovel_head:0, Meteorite Shovel Head
tconstruct:shovel_head:0, Vibranium Shovel Head
tconstruct:shovel_head:0, Adamantite Shovel Head
tconstruct:shovel_head:0, Eternite Shovel Head
tconstruct:shovel_head:0, Mythril Shovel Head
tconstruct:shovel_head:0, Palladium Shovel Head
tconstruct:shovel_head:0, Ignitite Shovel Head
tconstruct:shovel_head:0, Bismuth Shovel Head
tconstruct:shovel_head:0, Violium Shovel Head
tconstruct:shovel_head:0, Mindorite Shovel Head
tconstruct:shovel_head:0, Karmesine Shovel Head
tconstruct:shovel_head:0, Nitronite Shovel Head
tconstruct:shovel_head:0, Bysmuid Shovel Head
tconstruct:shovel_head:0, Ultranite Shovel Head
tconstruct:shovel_head:0, Astrium Shovel Head
tconstruct:shovel_head:0, Imperomite Shovel Head
tconstruct:shovel_head:0, Dyonite Shovel Head
tconstruct:shovel_head:0, Solarium Shovel Head
tconstruct:shovel_head:0, Fractoryte Shovel Head
tconstruct:shovel_head:0, Aegisalt Shovel Head
tconstruct:shovel_head:0, Noctunyx Shovel Head
tconstruct:shovel_head:0, Nucleum Shovel Head
tconstruct:shovel_head:0, Seismodium Shovel Head
tconstruct:shovel_head:0, Lumixyl Shovel Head
tconstruct:shovel_head:0, Terramite Shovel Head
tconstruct:shovel_head:0, Cryptogen Shovel Head
tconstruct:shovel_head:0, Proxideum Shovel Head
tconstruct:axe_head:0, Lava Crystal Axe Head
tconstruct:axe_head:0, Compressed Obsidian Axe Head
tconstruct:axe_head:0, Blood Infused Wooden Axe Head
tconstruct:axe_head:0, Blood Infused Iron Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Mithril Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Tin Axe Head
tconstruct:axe_head:0, Aluminum Axe Head
tconstruct:axe_head:0, Manasteel Axe Head
tconstruct:axe_head:0, Terrasteel Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Gaia Spirit Axe Head
tconstruct:axe_head:0, Yellorium Axe Head
tconstruct:axe_head:0, Cyanite Axe Head
tconstruct:axe_head:0, Blutonium Axe Head
tconstruct:axe_head:0, Ludicrite Axe Head
tconstruct:axe_head:0, Magical Wood Axe Head
tconstruct:axe_head:0, Enchanted Metal Axe Head
tconstruct:axe_head:0, Basalt Axe Head
tconstruct:axe_head:0, Titanium Axe Head
tconstruct:axe_head:0, Ruby Axe Head
tconstruct:axe_head:0, Sapphire Axe Head
tconstruct:axe_head:0, Peridot Axe Head
tconstruct:axe_head:0, Rubber Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Tiberium Axe Head
tconstruct:axe_head:0, Rubium Axe Head
tconstruct:axe_head:0, Prometheum Axe Head
tconstruct:axe_head:0, Arcanite Axe Head
tconstruct:axe_head:0, Titanite Axe Head
tconstruct:axe_head:0, Meteorite Axe Head
tconstruct:axe_head:0, Vibranium Axe Head
tconstruct:axe_head:0, Adamantite Axe Head
tconstruct:axe_head:0, Eternite Axe Head
tconstruct:axe_head:0, Mythril Axe Head
tconstruct:axe_head:0, Palladium Axe Head
tconstruct:axe_head:0, Ignitite Axe Head
tconstruct:axe_head:0, Bismuth Axe Head
tconstruct:axe_head:0, Violium Axe Head
tconstruct:axe_head:0, Mindorite Axe Head
tconstruct:axe_head:0, Karmesine Axe Head
tconstruct:axe_head:0, Nitronite Axe Head
tconstruct:axe_head:0, Bysmuid Axe Head
tconstruct:axe_head:0, Ultranite Axe Head
tconstruct:axe_head:0, Astrium Axe Head
tconstruct:axe_head:0, Imperomite Axe Head
tconstruct:axe_head:0, Dyonite Axe Head
tconstruct:axe_head:0, Solarium Axe Head
tconstruct:axe_head:0, Fractoryte Axe Head
tconstruct:axe_head:0, Aegisalt Axe Head
tconstruct:axe_head:0, Noctunyx Axe Head
tconstruct:axe_head:0, Nucleum Axe Head
tconstruct:axe_head:0, Seismodium Axe Head
tconstruct:axe_head:0, Lumixyl Axe Head
tconstruct:axe_head:0, Terramite Axe Head
tconstruct:axe_head:0, Cryptogen Axe Head
tconstruct:axe_head:0, Proxideum Axe Head
tconstruct:broad_axe_head:0, Lava Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Compressed Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Blood Infused Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Blood Infused Iron Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Mithril Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Aluminum Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Gaia Spirit Broad Axe Head
tconstruct:broad_axe_head:0, Yellorium Broad Axe Head
tconstruct:broad_axe_head:0, Cyanite Broad Axe Head
tconstruct:broad_axe_head:0, Blutonium Broad Axe Head
tconstruct:broad_axe_head:0, Ludicrite Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wood Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Metal Broad Axe Head
tconstruct:broad_axe_head:0, Basalt Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Tiberium Broad Axe Head
tconstruct:broad_axe_head:0, Rubium Broad Axe Head
tconstruct:broad_axe_head:0, Prometheum Broad Axe Head
tconstruct:broad_axe_head:0, Arcanite Broad Axe Head
tconstruct:broad_axe_head:0, Titanite Broad Axe Head
tconstruct:broad_axe_head:0, Meteorite Broad Axe Head
tconstruct:broad_axe_head:0, Vibranium Broad Axe Head
tconstruct:broad_axe_head:0, Adamantite Broad Axe Head
tconstruct:broad_axe_head:0, Eternite Broad Axe Head
tconstruct:broad_axe_head:0, Mythril Broad Axe Head
tconstruct:broad_axe_head:0, Palladium Broad Axe Head
tconstruct:broad_axe_head:0, Ignitite Broad Axe Head
tconstruct:broad_axe_head:0, Bismuth Broad Axe Head
tconstruct:broad_axe_head:0, Violium Broad Axe Head
tconstruct:broad_axe_head:0, Mindorite Broad Axe Head
tconstruct:broad_axe_head:0, Karmesine Broad Axe Head
tconstruct:broad_axe_head:0, Nitronite Broad Axe Head
tconstruct:broad_axe_head:0, Bysmuid Broad Axe Head
tconstruct:broad_axe_head:0, Ultranite Broad Axe Head
tconstruct:broad_axe_head:0, Astrium Broad Axe Head
tconstruct:broad_axe_head:0, Imperomite Broad Axe Head
tconstruct:broad_axe_head:0, Dyonite Broad Axe Head
tconstruct:broad_axe_head:0, Solarium Broad Axe Head
tconstruct:broad_axe_head:0, Fractoryte Broad Axe Head
tconstruct:broad_axe_head:0, Aegisalt Broad Axe Head
tconstruct:broad_axe_head:0, Noctunyx Broad Axe Head
tconstruct:broad_axe_head:0, Nucleum Broad Axe Head
tconstruct:broad_axe_head:0, Seismodium Broad Axe Head
tconstruct:broad_axe_head:0, Lumixyl Broad Axe Head
tconstruct:broad_axe_head:0, Terramite Broad Axe Head
tconstruct:broad_axe_head:0, Cryptogen Broad Axe Head
tconstruct:broad_axe_head:0, Proxideum Broad Axe Head
tconstruct:sword_blade:0, Lava Crystal Sword Blade
tconstruct:sword_blade:0, Compressed Obsidian Sword Blade
tconstruct:sword_blade:0, Blood Infused Wooden Sword Blade
tconstruct:sword_blade:0, Blood Infused Iron Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Mithril Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Tin Sword Blade
tconstruct:sword_blade:0, Aluminum Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Gaia Spirit Sword Blade
tconstruct:sword_blade:0, Yellorium Sword Blade
tconstruct:sword_blade:0, Cyanite Sword Blade
tconstruct:sword_blade:0, Blutonium Sword Blade
tconstruct:sword_blade:0, Ludicrite Sword Blade
tconstruct:sword_blade:0, Magical Wood Sword Blade
tconstruct:sword_blade:0, Enchanted Metal Sword Blade
tconstruct:sword_blade:0, Basalt Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Tiberium Sword Blade
tconstruct:sword_blade:0, Rubium Sword Blade
tconstruct:sword_blade:0, Prometheum Sword Blade
tconstruct:sword_blade:0, Arcanite Sword Blade
tconstruct:sword_blade:0, Titanite Sword Blade
tconstruct:sword_blade:0, Meteorite Sword Blade
tconstruct:sword_blade:0, Vibranium Sword Blade
tconstruct:sword_blade:0, Adamantite Sword Blade
tconstruct:sword_blade:0, Eternite Sword Blade
tconstruct:sword_blade:0, Mythril Sword Blade
tconstruct:sword_blade:0, Palladium Sword Blade
tconstruct:sword_blade:0, Ignitite Sword Blade
tconstruct:sword_blade:0, Bismuth Sword Blade
tconstruct:sword_blade:0, Violium Sword Blade
tconstruct:sword_blade:0, Mindorite Sword Blade
tconstruct:sword_blade:0, Karmesine Sword Blade
tconstruct:sword_blade:0, Nitronite Sword Blade
tconstruct:sword_blade:0, Bysmuid Sword Blade
tconstruct:sword_blade:0, Ultranite Sword Blade
tconstruct:sword_blade:0, Astrium Sword Blade
tconstruct:sword_blade:0, Imperomite Sword Blade
tconstruct:sword_blade:0, Dyonite Sword Blade
tconstruct:sword_blade:0, Solarium Sword Blade
tconstruct:sword_blade:0, Fractoryte Sword Blade
tconstruct:sword_blade:0, Aegisalt Sword Blade
tconstruct:sword_blade:0, Noctunyx Sword Blade
tconstruct:sword_blade:0, Nucleum Sword Blade
tconstruct:sword_blade:0, Seismodium Sword Blade
tconstruct:sword_blade:0, Lumixyl Sword Blade
tconstruct:sword_blade:0, Terramite Sword Blade
tconstruct:sword_blade:0, Cryptogen Sword Blade
tconstruct:sword_blade:0, Proxideum Sword Blade
tconstruct:large_sword_blade:0, Lava Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Compressed Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Blood Infused Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Blood Infused Iron Large Sword Blade
tconstruct:large_sword_blade:0, Treated Wood Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Mithril Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Tin Large Sword Blade
tconstruct:large_sword_blade:0, Aluminum Large Sword Blade
tconstruct:large_sword_blade:0, Manasteel Large Sword Blade
tconstruct:large_sword_blade:0, Terrasteel Large Sword Blade
tconstruct:large_sword_blade:0, Elementium Large Sword Blade
tconstruct:large_sword_blade:0, Gaia Spirit Large Sword Blade
tconstruct:large_sword_blade:0, Yellorium Large Sword Blade
tconstruct:large_sword_blade:0, Cyanite Large Sword Blade
tconstruct:large_sword_blade:0, Blutonium Large Sword Blade
tconstruct:large_sword_blade:0, Ludicrite Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wood Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Metal Large Sword Blade
tconstruct:large_sword_blade:0, Basalt Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Rubber Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Tiberium Large Sword Blade
tconstruct:large_sword_blade:0, Rubium Large Sword Blade
tconstruct:large_sword_blade:0, Prometheum Large Sword Blade
tconstruct:large_sword_blade:0, Arcanite Large Sword Blade
tconstruct:large_sword_blade:0, Titanite Large Sword Blade
tconstruct:large_sword_blade:0, Meteorite Large Sword Blade
tconstruct:large_sword_blade:0, Vibranium Large Sword Blade
tconstruct:large_sword_blade:0, Adamantite Large Sword Blade
tconstruct:large_sword_blade:0, Eternite Large Sword Blade
tconstruct:large_sword_blade:0, Mythril Large Sword Blade
tconstruct:large_sword_blade:0, Palladium Large Sword Blade
tconstruct:large_sword_blade:0, Ignitite Large Sword Blade
tconstruct:large_sword_blade:0, Bismuth Large Sword Blade
tconstruct:large_sword_blade:0, Violium Large Sword Blade
tconstruct:large_sword_blade:0, Mindorite Large Sword Blade
tconstruct:large_sword_blade:0, Karmesine Large Sword Blade
tconstruct:large_sword_blade:0, Nitronite Large Sword Blade
tconstruct:large_sword_blade:0, Bysmuid Large Sword Blade
tconstruct:large_sword_blade:0, Ultranite Large Sword Blade
tconstruct:large_sword_blade:0, Astrium Large Sword Blade
tconstruct:large_sword_blade:0, Imperomite Large Sword Blade
tconstruct:large_sword_blade:0, Dyonite Large Sword Blade
tconstruct:large_sword_blade:0, Solarium Large Sword Blade
tconstruct:large_sword_blade:0, Fractoryte Large Sword Blade
tconstruct:large_sword_blade:0, Aegisalt Large Sword Blade
tconstruct:large_sword_blade:0, Noctunyx Large Sword Blade
tconstruct:large_sword_blade:0, Nucleum Large Sword Blade
tconstruct:large_sword_blade:0, Seismodium Large Sword Blade
tconstruct:large_sword_blade:0, Lumixyl Large Sword Blade
tconstruct:large_sword_blade:0, Terramite Large Sword Blade
tconstruct:large_sword_blade:0, Cryptogen Large Sword Blade
tconstruct:large_sword_blade:0, Proxideum Large Sword Blade
tconstruct:hammer_head:0, Lava Crystal Hammer Head
tconstruct:hammer_head:0, Compressed Obsidian Hammer Head
tconstruct:hammer_head:0, Blood Infused Wooden Hammer Head
tconstruct:hammer_head:0, Blood Infused Iron Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Mithril Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Tin Hammer Head
tconstruct:hammer_head:0, Aluminum Hammer Head
tconstruct:hammer_head:0, Manasteel Hammer Head
tconstruct:hammer_head:0, Terrasteel Hammer Head
tconstruct:hammer_head:0, Elementium Hammer Head
tconstruct:hammer_head:0, Gaia Spirit Hammer Head
tconstruct:hammer_head:0, Yellorium Hammer Head
tconstruct:hammer_head:0, Cyanite Hammer Head
tconstruct:hammer_head:0, Blutonium Hammer Head
tconstruct:hammer_head:0, Ludicrite Hammer Head
tconstruct:hammer_head:0, Magical Wood Hammer Head
